Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Title,Artist_clean,Title_clean
Ava Max - Sweet but Psycho,686,49.0,5,,3733923,937596320,Ava Max,Sweet but Psycho,ava max,sweet but psycho
Eminem - Lose Yourself,1618,,27,,1935396,935591976,Eminem,Lose Yourself,eminem,lose yourself
sombr - undressed,441,42.0,6,,3832133,935359070,sombr,undressed,sombr,undressed
Coldplay - The Scientist,987,,63,,1918224,935238642,Coldplay,The Scientist,coldplay,the scientist
The Chainsmokers - Don't Let Me Down,657,151.0,3,(x13),3238214,931676622,The Chainsmokers,Don't Let Me Down,the chainsmokers,don't let me down
Jin - Don’t Say You Love Me,314,106.0,1,(x1),5693634,931259761,Jin,Don’t Say You Love Me,jin,don’t say you love me
Olivia Dean - So Easy (To Fall In Love),291,103.0,5,,4821813,927779561,Olivia Dean,So Easy (To Fall In Love),olivia dean,so easy (to fall in love)
Charlie Puth - We Don't Talk Anymore,921,8.0,9,,2699700,925405880,Charlie Puth,We Don't Talk Anymore,charlie puth,we don't talk anymore
Miguel - Sure Thing,616,,14,,3286146,923412980,Miguel,Sure Thing,miguel,sure thing
Cardi B - I Like It,535,108.0,2,(x3),4170983,923012369,Cardi B,I Like It,cardi b,i like it
Maroon 5 - Payphone,826,,46,,1951732,918581735,Maroon 5,Payphone,maroon 5,payphone
Ariana Grande - positions,550,93.0,1,(x11),7829519,916255755,Ariana Grande,positions,ariana grande,positions
Rauw Alejandro - Qué Pasaría...,461,,12,,4298237,911558416,Rauw Alejandro,Qué Pasaría...,rauw alejandro,qué pasaría...
Eminem - The Real Slim Shady,866,,36,,1966501,910398351,Eminem,The Real Slim Shady,eminem,the real slim shady
RAYE - WHERE IS MY HUSBAND!,299,66.0,5,,4947176,907537126,RAYE,WHERE IS MY HUSBAND!,raye,where is my husband!
Kate Bush - Running Up That Hill (A Deal With God),325,92.0,1,(x17),8559687,906929007,Kate Bush,Running Up That Hill (A Deal With God),kate bush,running up that hill (a deal with god)
Joji - Glimpse of Us,372,71.0,1,(x10),8707455,906270837,Joji,Glimpse of Us,joji,glimpse of us
Grupo Frontera - un x100to,322,84.0,1,(x20),10134420,906155872,Grupo Frontera,un x100to,grupo frontera,un x100to
Tyla - Water,449,3.0,8,,3903939,903019814,Tyla,Water,tyla,water
Rauw Alejandro - Todo De Ti,431,71.0,2,(x29),7399812,902083204,Rauw Alejandro,Todo De Ti,rauw alejandro,todo de ti
Natasha Bedingfield - Unwritten,537,,14,,3475439,901494925,Natasha Bedingfield,Unwritten,natasha bedingfield,unwritten
Post Malone - Psycho,557,95.0,1,(x3),6546243,897922392,Post Malone,Psycho,post malone,psycho
DJ Snake - Taki Taki,441,121.0,1,(x32),6255332,894324275,DJ Snake,Taki Taki,dj snake,taki taki
Zach Bryan - I Remember Everything,463,,13,,3131093,892293258,Zach Bryan,I Remember Everything,zach bryan,i remember everything
Arctic Monkeys - Why'd You Only Call Me When You're High?,828,,85,,1605573,891412794,Arctic Monkeys,Why'd You Only Call Me When You're High?,arctic monkeys,why'd you only call me when you're high?
Justin Bieber - DAISIES,363,74.0,1,(x1),8349340,888527839,Justin Bieber,DAISIES,justin bieber,daisies
Yng Lvcas - La Bebe - Remix,312,113.0,2,(x3),6495208,886845966,Yng Lvcas,La Bebe - Remix,yng lvcas,la bebe - remix
Chris Brown - Under The Influence,421,51.0,6,,4029771,886080983,Chris Brown,Under The Influence,chris brown,under the influence
Mike Posner - I Took A Pill In Ibiza - Seeb Remix,698,156.0,2,(x24),3515689,885579145,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,mike posner,i took a pill in ibiza - seeb remix
KATSEYE - Gabriela,390,11.0,7,,3331156,883792546,KATSEYE,Gabriela,katseye,gabriela
Pitbull - Give Me Everything,626,,58,,2124394,880119709,Pitbull,Give Me Everything,pitbull,give me everything
Billie Eilish - CHIHIRO,418,14.0,3,(x1),10051791,878503473,Billie Eilish,CHIHIRO,billie eilish,chihiro
Coldplay - My Universe,508,44.0,3,(x4),6768788,878060454,Coldplay,My Universe,coldplay,my universe
Internet Money - Lemonade,459,92.0,2,(x12),4676627,875296416,Internet Money,Lemonade,internet money,lemonade
Bad Bunny - PERRO NEGRO,377,43.0,3,(x1),7787911,874554918,Bad Bunny,PERRO NEGRO,bad bunny,perro negro
Shawn Mendes - Treat You Better,684,82.0,4,,3039522,871007222,Shawn Mendes,Treat You Better,shawn mendes,treat you better
a-ha - Take on Me,650,,36,,2428140,870953574,a-ha,Take on Me,a-ha,take on me
Bad Bunny - VOY A LLeVARTE PA PR,414,31.0,5,,6546633,869659445,Bad Bunny,VOY A LLeVARTE PA PR,bad bunny,voy a llevarte pa pr
Dean Lewis - Be Alright,824,,12,,2571940,868812578,Dean Lewis,Be Alright,dean lewis,be alright
Coolio - Gangsta's Paradise,800,,11,,3234609,865755663,Coolio,Gangsta's Paradise,coolio,gangsta's paradise
Cardi B - WAP,386,103.0,1,(x37),7175768,865593647,Cardi B,WAP,cardi b,wap
Avicii - Wake Me Up,1166,2.0,4,,4470595,865076043,Avicii,Wake Me Up,avicii,wake me up
Ed Sheeran - Beautiful People,500,111.0,3,(x21),6042828,864985505,Ed Sheeran,Beautiful People,ed sheeran,beautiful people
Taylor Swift - cardigan,556,14.0,1,(x4),7742178,864648143,Taylor Swift,cardigan,taylor swift,cardigan
Gorillaz - Feel Good Inc,558,,39,,2268685,864172686,Gorillaz,Feel Good Inc,gorillaz,feel good inc
Zach Bryan - Something in the Orange,657,,53,,1617183,860700275,Zach Bryan,Something in the Orange,zach bryan,something in the orange
Shawn Mendes - There's Nothing Holdin' Me Back,663,34.0,5,,3282626,856288067,Shawn Mendes,There's Nothing Holdin' Me Back,shawn mendes,there's nothing holdin' me back
KAROL G - TQG,307,86.0,1,(x6),9024770,852694525,KAROL G,TQG,karol g,tqg
Myke Towers - LALA,282,93.0,1,(x6),6561472,844606688,Myke Towers,LALA,myke towers,lala
KAROL G - PROVENZA,421,33.0,4,,4074136,842909731,KAROL G,PROVENZA,karol g,provenza
Drake - In My Feelings,364,99.0,1,(x57),9847333,842567102,Drake,In My Feelings,drake,in my feelings
Oasis - Wonderwall - Remastered,998,3.0,2,(x1),3971292,841435079,Oasis,Wonderwall - Remastered,oasis,wonderwall - remastered
Regard - Ride It,679,,12,,2795908,834423749,Regard,Ride It,regard,ride it
Sia - Snowman,329,29.0,8,,13974518,830616368,Sia,Snowman,sia,snowman
The Weeknd - Popular,397,1.0,10,,4056748,828126328,The Weeknd,Popular,the weeknd,popular
Billie Eilish - Happier Than Ever,482,31.0,6,,5185866,827082250,Billie Eilish,Happier Than Ever,billie eilish,happier than ever
Taylor Swift - august,550,2.0,4,,5133322,824789591,Taylor Swift,august,taylor swift,august
Myles Smith - Stargazing,400,,14,,4450434,824426959,Myles Smith,Stargazing,myles smith,stargazing
Billie Eilish - everything i wanted,530,35.0,1,(x1),6706379,822587129,Billie Eilish,everything i wanted,billie eilish,everything i wanted
Doja Cat - Need To Know,422,23.0,6,,4538806,820296282,Doja Cat,Need To Know,doja cat,need to know
Panic! At The Disco - High Hopes,706,9.0,8,,2913355,819003001,Panic! At The Disco,High Hopes,panic! at the disco,high hopes
Dominic Fike - Babydoll,234,128.0,1,(x4),6650869,815814852,Dominic Fike,Babydoll,dominic fike,babydoll
Kelly Clarkson - Underneath the Tree,313,25.0,6,,14926975,815341851,Kelly Clarkson,Underneath the Tree,kelly clarkson,underneath the tree
TV Girl - Lovers Rock,617,,92,,1604623,809872920,TV Girl,Lovers Rock,tv girl,lovers rock
Lil Mosey - Blueberry Faygo,473,41.0,8,,3722129,807671989,Lil Mosey,Blueberry Faygo,lil mosey,blueberry faygo
Justin Bieber - What Do You Mean?,559,170.0,1,(x53),4480610,806864768,Justin Bieber,What Do You Mean?,justin bieber,what do you mean?
Lost Frequencies - Where Are You Now,521,,17,,2581666,806820022,Lost Frequencies,Where Are You Now,lost frequencies,where are you now
Taylor Swift - Lover,518,9.0,2,(x2),5550879,806188610,Taylor Swift,Lover,taylor swift,lover
Dean Martin - Let It Snow! Let It Snow! Let It Snow!,296,35.0,5,,16333308,805442753,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,dean martin,let it snow! let it snow! let it snow!
TOTO - Africa,853,,66,,1818990,805125315,TOTO,Africa,toto,africa
Bruno Mars - Leave The Door Open,436,76.0,4,,3931158,803989500,Bruno Mars,Leave The Door Open,bruno mars,leave the door open
The Weeknd - Stargirl Interlude,666,,39,,1685404,803215601,The Weeknd,Stargirl Interlude,the weeknd,stargirl interlude
Major Lazer - Cold Water,415,124.0,1,(x30),5821243,802152562,Major Lazer,Cold Water,major lazer,cold water
Tate McRae - you broke me first,578,,12,,2846451,800958148,Tate McRae,you broke me first,tate mcrae,you broke me first
Dua Lipa - Dance The Night (From Barbie The Album),332,51.0,4,,5162419,795316102,Dua Lipa,Dance The Night (From Barbie The Album),dua lipa,dance the night (from barbie the album)
Stephen Sanchez - Until I Found You,439,8.0,6,,3717786,794509946,Stephen Sanchez,Until I Found You,stephen sanchez,until i found you
V - Love Me Again,486,3.0,10,,3773666,793978896,V,Love Me Again,v,love me again
Bad Bunny - Moscow Mule,321,83.0,1,(x1),11746115,793828737,Bad Bunny,Moscow Mule,bad bunny,moscow mule
Taylor Swift - Opalite,284,56.0,2,(x14),23716087,793571313,Taylor Swift,Opalite,taylor swift,opalite
Feid - Classy 101,373,21.0,6,,4381012,793499049,Feid,Classy 101,feid,classy 101
Maluma - Hawái,421,86.0,2,(x13),6400816,793442452,Maluma,Hawái,maluma,hawái
Disco Lines - No Broke Boys,382,1.0,6,,4514088,792105984,Disco Lines,No Broke Boys,disco lines,no broke boys
Gunna - fukumean,368,40.0,6,,3947656,790785629,Gunna,fukumean,gunna,fukumean
Luis Fonsi - Despacito (Featuring Daddy Yankee),437,105.0,3,(x4),4125267,789414310,Luis Fonsi,Despacito (Featuring Daddy Yankee),luis fonsi,despacito (feat daddy yankee)
Coldplay - A Sky Full of Stars,1049,1.0,10,,1991371,783667248,Coldplay,A Sky Full of Stars,coldplay,a sky full of stars
Drake - Jimmy Cooks,533,7.0,4,,6639768,781719845,Drake,Jimmy Cooks,drake,jimmy cooks
Bad Bunny - VeLDÁ,410,14.0,8,,5881515,781482801,Bad Bunny,VeLDÁ,bad bunny,veldá
Masked Wolf - Astronaut In The Ocean,387,91.0,2,(x5),4628495,780496141,Masked Wolf,Astronaut In The Ocean,masked wolf,astronaut in the ocean
Steve Lacy - Bad Habit,353,29.0,8,,3404739,777708296,Steve Lacy,Bad Habit,steve lacy,bad habit
Imagine Dragons - Enemy,429,91.0,3,(x31),4045965,777625894,Imagine Dragons,Enemy,imagine dragons,enemy
GAYLE - abcdefu,305,136.0,1,(x28),5475075,776489541,GAYLE,abcdefu,gayle,abcdefu
Joel Corry - Head & Heart,481,1.0,10,,3192515,775664589,Joel Corry,Head & Heart,joel corry,head & heart
Taylor Swift - Don’t Blame Me,597,,68,,1686630,774460715,Taylor Swift,Don’t Blame Me,taylor swift,don’t blame me
Jung Kook - Standing Next to You,373,25.0,1,(x3),6472019,773538917,Jung Kook,Standing Next to You,jung kook,standing next to you
BTS - Butter,428,43.0,2,(x8),11042335,773357950,BTS,Butter,bts,butter
Bad Bunny - Callaita,500,61.0,5,,4194487,773210681,Bad Bunny,Callaita,bad bunny,callaita
Sam Smith - Too Good At Goodbyes,748,45.0,3,(x14),4134961,769575302,Sam Smith,Too Good At Goodbyes,sam smith,too good at goodbyes
Sia - Cheap Thrills,581,131.0,3,(x11),3612966,769075819,Sia,Cheap Thrills,sia,cheap thrills
Jawsh 685 - Savage Love (Laxed - Sired Beat),381,103.0,1,(x10),5222103,769072293,Jawsh 685,Savage Love (Laxed - Sired Beat),jawsh 685,savage love (laxed - sired beat)
José Feliciano - Feliz Navidad,336,16.0,7,,13410747,768816363,José Feliciano,Feliz Navidad,josé feliciano,feliz navidad
Creedence Clearwater Revival - Have You Ever Seen The Rain,558,,58,,2097322,768121609,Creedence Clearwater Revival,Have You Ever Seen The Rain,creedence clearwater revival,have you ever seen the rain
KAROL G - AMARGURA,517,,50,,1999201,767766548,KAROL G,AMARGURA,karol g,amargura
Adele - Set Fire to the Rain,616,,46,,1719764,767333163,Adele,Set Fire to the Rain,adele,set fire to the rain
JENNIE - like JENNIE,385,54.0,5,,4370596,765465702,JENNIE,like JENNIE,jennie,like jennie
Ozuna - Hey Mor,356,,11,,3245523,765218719,Ozuna,Hey Mor,ozuna,hey mor
Dua Lipa - IDGAF,553,79.0,3,(x1),3463420,764027263,Dua Lipa,IDGAF,dua lipa,idgaf
Tiësto - The Business,499,19.0,8,,2975887,761936265,Tiësto,The Business,tiësto,the business
Lil Tecca - Ransom,502,65.0,3,(x14),3925157,756056987,Lil Tecca,Ransom,lil tecca,ransom
Taylor Swift - Fortnight,235,28.0,1,(x10),25204472,754553837,Taylor Swift,Fortnight,taylor swift,fortnight
Post Malone - I Fall Apart,627,6.0,10,,2648763,751801044,Post Malone,I Fall Apart,post malone,i fall apart
Justin Bieber - Mistletoe,399,,11,,11217241,751551309,Justin Bieber,Mistletoe,justin bieber,mistletoe
The Weeknd - Call Out My Name,574,25.0,1,(x4),6473226,750481622,The Weeknd,Call Out My Name,the weeknd,call out my name
Jonas Brothers - Sucker,494,72.0,2,(x11),5168503,750194203,Jonas Brothers,Sucker,jonas brothers,sucker
Tate McRae - Sports car,403,,14,,3536111,749354463,Tate McRae,Sports car,tate mcrae,sports car
Daddy Yankee - Con Calma,378,107.0,1,(x2),4840712,747154168,Daddy Yankee,Con Calma,daddy yankee,con calma
SZA - Saturn,371,,12,,3908695,744842025,SZA,Saturn,sza,saturn
"Gracie Abrams - I Love You, I'm Sorry",394,,15,,3223003,740961259,Gracie Abrams,"I Love You, I'm Sorry",gracie abrams,"i love you, i'm sorry"
Eminem - Godzilla,587,22.0,3,(x2),5932521,740089787,Eminem,Godzilla,eminem,godzilla
"Bizarrap - Shakira: Bzrp Music Sessions, Vol. 53",213,74.0,1,(x3),14393342,739876069,Bizarrap,"Shakira: Bzrp Music Sessions, Vol. 53",bizarrap,"shakira: bzrp music sessions, vol. 53"
Zedd - The Middle,580,55.0,6,,3232350,737695785,Zedd,The Middle,zedd,the middle
Topic - Breaking Me,490,42.0,6,,3168249,737440575,Topic,Breaking Me,topic,breaking me
blackbear - hot girl bummer,578,17.0,9,,3190797,734801592,blackbear,hot girl bummer,blackbear,hot girl bummer
Journey - Don't Stop Believin' (2022 Remaster),507,,40,,2083679,732107998,Journey,Don't Stop Believin' (2022 Remaster),journey,don't stop believin' (2022 remaster)
Future - Life Is Good,492,35.0,3,(x4),5812401,730884163,Future,Life Is Good,future,life is good
ROSALÍA - DESPECHÁ,311,53.0,5,,4819385,728112787,ROSALÍA,DESPECHÁ,rosalía,despechá
Rosa Linn - SNAP,400,,15,,2871217,726561118,Rosa Linn,SNAP,rosa linn,snap
Calvin Harris - This Is What You Came For,464,125.0,2,(x76),4121279,726247480,Calvin Harris,This Is What You Came For,calvin harris,this is what you came for
sombr - 12 to 12,351,,12,,3143864,719663956,sombr,12 to 12,sombr,12 to 12
Don Toliver - No Pole,490,,58,,2102738,716925143,Don Toliver,No Pole,don toliver,no pole
Fuerza Regida - Marlboro Rojo,416,,13,,2989835,716887259,Fuerza Regida,Marlboro Rojo,fuerza regida,marlboro rojo
Michael Bublé - Holly Jolly Christmas,364,2.0,10,,11259382,715131078,Michael Bublé,Holly Jolly Christmas,michael bublé,holly jolly christmas
Lil Nas X - THATS WHAT I WANT,382,18.0,3,(x5),5208116,712683820,Lil Nas X,THATS WHAT I WANT,lil nas x,thats what i want
DJ Khaled - I'm the One,354,111.0,2,(x56),6004412,710871645,DJ Khaled,I'm the One,dj khaled,i'm the one
Benson Boone - Slow It Down,370,,26,,3082662,705132732,Benson Boone,Slow It Down,benson boone,slow it down
Marshmello - FRIENDS,468,90.0,3,(x2),3794741,705121626,Marshmello,FRIENDS,marshmello,friends
J Balvin - Mi Gente,398,102.0,1,(x29),4967261,700647325,J Balvin,Mi Gente,j balvin,mi gente
Anuel AA - China,373,79.0,2,(x33),5025519,700299345,Anuel AA,China,anuel aa,china
Calle 24 - Que Onda,330,,13,,3275918,697995153,Calle 24,Que Onda,calle 24,que onda
"Justin Timberlake - CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",534,97.0,3,(x40),3828848,696761933,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",justin timberlake,"can't stop the feeling! (original song from dreamworks animation's ""trolls"")"
Alan Walker - Faded,645,108.0,6,,2617975,695662686,Alan Walker,Faded,alan walker,faded
The Kid LAROI - NIGHTS LIKE THIS,418,,34,,2477910,692903915,The Kid LAROI,NIGHTS LIKE THIS,the kid laroi,nights like this
Dasha - Austin,302,,17,,3376339,691923182,Dasha,Austin,dasha,austin
Fifth Harmony - Work from Home,518,140.0,2,(x14),3464320,691600792,Fifth Harmony,Work from Home,fifth harmony,work from home
Sam Smith - Dancing With A Stranger,528,63.0,6,,3446291,689734075,Sam Smith,Dancing With A Stranger,sam smith,dancing with a stranger
Bad Bunny - MIA,362,100.0,1,(x1),6592787,687139530,Bad Bunny,MIA,bad bunny,mia
Fuerza Regida - TU SANCHO,378,2.0,9,,3074834,686014566,Fuerza Regida,TU SANCHO,fuerza regida,tu sancho
Tyga - Taste,472,27.0,5,,3743170,686007252,Tyga,Taste,tyga,taste
Justin Bieber - Intentions,378,59.0,4,,5863115,684618862,Justin Bieber,Intentions,justin bieber,intentions
Lukas Graham - 7 Years,602,97.0,2,(x14),3227270,682797214,Lukas Graham,7 Years,lukas graham,7 years
BTS - SWIM,117,115.0,1,(x25),14644352,680772440,BTS,SWIM,bts,swim
Bebe Rexha - Meant to Be,604,,16,,2202025,678676587,Bebe Rexha,Meant to Be,bebe rexha,meant to be
Pedro Capó - Calma - Remix,423,60.0,5,,3597909,677924614,Pedro Capó,Calma - Remix,pedro capó,calma - remix
Dua Lipa - Break My Heart,454,19.0,6,,4276985,677077932,Dua Lipa,Break My Heart,dua lipa,break my heart
Ariana Grande - no tears left to cry,430,60.0,2,(x5),5457046,676765440,Ariana Grande,no tears left to cry,ariana grande,no tears left to cry
Drake - Toosie Slide,325,97.0,1,(x4),6574812,676648172,Drake,Toosie Slide,drake,toosie slide
Kenya Grace - Strangers,232,42.0,3,(x1),5042688,674352203,Kenya Grace,Strangers,kenya grace,strangers
FIFTY FIFTY - Cupid - Twin Ver.,260,80.0,3,(x2),5408180,674345340,FIFTY FIFTY,Cupid - Twin Ver.,fifty fifty,cupid - twin ver.
Jack Harlow - Lovin On Me,223,74.0,2,(x8),5284347,672278136,Jack Harlow,Lovin On Me,jack harlow,lovin on me
Clean Bandit - Rockabye,460,98.0,3,(x16),3988539,671697572,Clean Bandit,Rockabye,clean bandit,rockabye
Pop Smoke - For The Night,411,36.0,6,,3541237,671301822,Pop Smoke,For The Night,pop smoke,for the night
ZAYN - I Don’t Wanna Live Forever (Fifty Shades Darker),470,89.0,2,(x11),4587208,670849071,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),zayn,i don’t wanna live forever (fifty shades darker)
Dynoro - In My Mind,465,61.0,4,,3399551,669517982,Dynoro,In My Mind,dynoro,in my mind
Doja Cat - Say So,409,56.0,5,,3797897,668965840,Doja Cat,Say So,doja cat,say so
Xavi - La Diabla,208,73.0,1,(x21),6012846,668957026,Xavi,La Diabla,xavi,la diabla
PinkPantheress - Boy's a liar Pt. 2,244,64.0,3,(x6),6115975,666437216,PinkPantheress,Boy's a liar Pt. 2,pinkpantheress,boy's a liar pt. 2
Juice WRLD - Robbery,656,,11,,2946918,664186208,Juice WRLD,Robbery,juice wrld,robbery
Guns N' Roses - Sweet Child O' Mine,555,,83,,1629123,663967489,Guns N' Roses,Sweet Child O' Mine,guns n' roses,sweet child o' mine
Marshmello - Silence,481,62.0,7,,3073182,660087451,Marshmello,Silence,marshmello,silence
Elley Duhé - MIDDLE OF THE NIGHT,410,8.0,9,,2708200,659624921,Elley Duhé,MIDDLE OF THE NIGHT,elley duhé,middle of the night
Kendrick Lamar - Money Trees,515,,31,,3105268,657375901,Kendrick Lamar,Money Trees,kendrick lamar,money trees
Harry Styles - Late Night Talking,347,20.0,2,(x6),10105889,655670922,Harry Styles,Late Night Talking,harry styles,late night talking
Adele - Hello,515,106.0,1,(x19),7060919,654392042,Adele,Hello,adele,hello
Saja Boys - Soda Pop,228,94.0,3,(x5),4722662,654013063,Saja Boys,Soda Pop,saja boys,soda pop
